document_id,publication_document_id,model,corpus,topic_id,topic_probability,hdbscan_membership_strength,bertopic_topic_distribution_max,bertopic_second_topic_id,bertopic_second_distribution,probability_margin,outlier_score,is_outlier,is_ambiguous,year,language,title,doi,source,corpus_unit,topic_original,topic_after_outlier_reduction,outlier_reassigned,original_topic,suggested_topic,reassignment_method,reassignment_confidence,accepted_reassignment,relevance_status,relevance_score,silhouette,distance_to_centroid,local_consistency,nearest_topic,nearest_centroid_similarity,second_nearest_topic,second_nearest_centroid_similarity,assignment_margin,semantic_distance_to_centroid
doi:10.30827/profesorado.v28i1.29599,doi:10.30827/profesorado.v28i1.29599,BERTopic-METADATA-MULTILINGUAL,metadata,0,0.8588353948333562,0.858835,0.2261310598013659,7,0.11124443332935655,0.11488662647200937,0.358145,False,False,2024,es,Liderazgo pedagógico y complejidad de la gestión escolar: un estudio de casos múltiples,10.30827/profesorado.v28i1.29599,OpenAlex,metadata,0,0,False,0,,,,False,included,1.033664,0.239901,1.01012,1.0,0,0.948582,4,0.913233,0.035349,0.051418
doi:10.59993/simbiosis.v.4i8.58,doi:10.59993/simbiosis.v.4i8.58,BERTopic-METADATA-MULTILINGUAL,metadata,1,0.9145347199403383,0.914535,0.22959977305961898,7,0.14928908488210355,0.08031068817751544,0.085465,False,False,2024,es,"Gestión Escolar, Escuela y Pedagogía. Una mirada alternativa de sus relaciones y sentidos",10.59993/simbiosis.v.4i8.58,OpenAlex,metadata,1,1,False,1,,,,False,included,1.022355,0.066749,0.849652,0.8,1,0.910703,7,0.899356,0.011347,0.089296
doi:10.56200/mried.v2iespecial.6465,doi:10.56200/mried.v2iespecial.6465,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.0,0.0,0.16558892932172645,7,0.08654921011669683,0.07903971920502961,0.284238,True,False,2023,es,Gestión escolar en el desarrollo de los procesos pedagógicos por competencia en un Centro Educativo,10.56200/mried.v2iespecial.6465,OpenAlex,metadata,-1,-1,False,-1,1,nearest_semantic_centroid,0.935455,False,included,1.013611,,,0.2,1,0.935455,7,0.887396,0.048059,
doi:10.46932/sfjdv5n5-016,doi:10.46932/sfjdv5n5-016,BERTopic-METADATA-MULTILINGUAL,metadata,9,1.0,1.0,1.0,2,2.9254737969321855e-308,1.0,0.0,False,False,2024,es,La gestión escolar basada en Inteligencia Artificial para mejorar el rendimiento académico,10.46932/sfjdv5n5-016,OpenAlex,metadata,9,9,False,9,,,,False,included,0.998123,0.807707,0.325105,1.0,9,0.91087,1,0.890892,0.019978,0.08913
doi:10.47192/rcs.v3i1.81,doi:10.47192/rcs.v3i1.81,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.0,0.0,0.09635247605157306,0,0.09538923360719216,0.0009632424443808962,0.501745,True,False,2022,es,Coaching y desempeño docente en la gestión escolar,10.47192/rcs.v3i1.81,OpenAlex,metadata,-1,-1,False,-1,13,nearest_semantic_centroid,0.831436,False,included,1.008488,,,0.8,13,0.831436,0,0.817204,0.014232,
doi:10.33996/revistahorizontes.v8i32.726,doi:10.33996/revistahorizontes.v8i32.726,BERTopic-METADATA-MULTILINGUAL,metadata,3,0.8047904133253205,0.80479,0.11227001657978138,12,0.10434884421135214,0.007921172368429236,0.19521,False,True,2024,es,Gestión escolar en instituciones educativas públicas en contextos de emergencia sanitaria,10.33996/revistahorizontes.v8i32.726,OpenAlex,metadata,3,3,False,3,,,,False,included,1.025193,-0.11706,1.199437,0.4,1,0.877743,7,0.876788,0.000954,0.13123
doi:10.18050/eduser.v10n2a2,doi:10.18050/eduser.v10n2a2,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.0,0.0,0.09107601651795273,0,0.0725445385013676,0.018531478016585126,0.684936,True,False,2023,es,Competencias directivas y gestión escolar en la educación básica regular,10.18050/eduser.v10n2a2,OpenAlex,metadata,-1,-1,False,-1,1,nearest_semantic_centroid,0.906782,False,included,1.046849,,,0.3,1,0.906782,4,0.877538,0.029244,
doi:10.37811/cl_rcm.v6i6.3796,doi:10.37811/cl_rcm.v6i6.3796,BERTopic-METADATA-MULTILINGUAL,metadata,1,0.9254015412623446,0.925402,0.26641424154493165,1,0.10447839997291611,0.16193584157201554,0.074598,False,False,2022,es,Desempeño docente en la gestión escolar en instituciones educativas de educación básica regular,10.37811/cl_rcm.v6i6.3796,OpenAlex,metadata,1,1,False,1,,,,False,included,1.012671,-0.374941,1.188507,0.9,4,0.943619,1,0.927514,0.016105,0.072486
doi:10.47865/igob.vol6.n22.2023.253,doi:10.47865/igob.vol6.n22.2023.253,BERTopic-METADATA-MULTILINGUAL,metadata,4,0.885760819980797,0.885761,0.27703849088367005,3,0.09120738046657746,0.1858311104170926,0.114239,False,False,2023,es,Competencia directiva y gestión escolar en la IE 3711 Fe y Alegria 12. puente Piedra. Lima,10.47865/igob.vol6.n22.2023.253,OpenAlex,metadata,4,4,False,4,,,,False,included,1.008701,0.520578,0.555285,0.9,4,0.920748,3,0.880271,0.040477,0.079252
doi:10.61287/warisata.v4i11.5,doi:10.61287/warisata.v4i11.5,BERTopic-METADATA-MULTILINGUAL,metadata,5,1.0,1.0,1.0,3,3.4404166680735724e-308,1.0,0.0,False,False,2022,es,"Gestión escolar y prácticas inclusivas en la Institución Educativa General Prado, Callao, 2021",10.61287/warisata.v4i11.5,OpenAlex,metadata,5,5,False,5,,,,False,included,1.011009,0.794282,0.106978,1.0,5,0.927354,4,0.918054,0.0093,0.072645
doi:10.37811/cl_rcm.v6i6.4135,doi:10.37811/cl_rcm.v6i6.4135,BERTopic-METADATA-MULTILINGUAL,metadata,3,0.8697513842909433,0.869751,0.17527144040187967,4,0.13959011170291002,0.035681328698969644,0.130249,False,False,2022,es,"Gestión escolar en aprendizaje significativo de historia, geografía y economía en estudiantes de la institución educativa San Juan. Ayacucho, 2022",10.37811/cl_rcm.v6i6.4135,OpenAlex,metadata,3,3,False,3,,,,False,included,1.00839,0.18828,0.669129,1.0,3,0.858179,7,0.822089,0.036089,0.141821
doi:10.55560/arete.2023.18.9.7,doi:10.55560/arete.2023.18.9.7,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.0,0.0,0.1990735208502539,12,0.09977644011841504,0.09929708073183886,0.504841,True,False,2023,es,Impacto de la emigración de docentes venezolanos de educación inicial en la gestión escolar. Caso: instituciones privadas del municipio Baruta,10.55560/arete.2023.18.9.7,OpenAlex,metadata,-1,-1,False,-1,3,nearest_semantic_centroid,0.883939,False,included,1.015984,,,0.1,3,0.883939,12,0.860197,0.023742,
doi:10.31876/rcs.v28i.38152,doi:10.31876/rcs.v28i.38152,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.0,0.0,0.11496592450420846,12,0.0934628476959331,0.02150307680827536,0.506951,True,False,2022,es,Factores de gestión escolar en el compromiso organizacional en una Red educativa en Perú,10.31876/rcs.v28i.38152,OpenAlex,metadata,-1,-1,False,-1,4,nearest_semantic_centroid,0.912105,False,included,1.009419,,,0.7,4,0.912105,3,0.907044,0.005061,
doi:10.35756/educaumch.202322.274,doi:10.35756/educaumch.202322.274,BERTopic-METADATA-MULTILINGUAL,metadata,1,0.9462430277346507,0.946243,0.2672464832330077,7,0.19263394176501186,0.07461254146799584,0.053757,False,False,2023,es,Dimensión administrativa en la gestión escolar,10.35756/educaumch.202322.274,OpenAlex,metadata,1,1,False,1,,,,False,included,1.023108,-0.043171,0.992527,1.0,7,0.865294,1,0.861196,0.004098,0.138804
doi:10.61384/r.c.a..v4i2.229,doi:10.61384/r.c.a..v4i2.229,BERTopic-METADATA-MULTILINGUAL,metadata,0,0.8588353948333562,0.858835,0.2239784226304247,7,0.10243772752910801,0.12154069510131668,0.358145,False,False,2024,es,Sistematización de experiencias de gestión escolar para la profesionalidad de la función directiva en una escuela de educación básica de la CDMX,10.61384/r.c.a..v4i2.229,OpenAlex,metadata,0,0,False,0,,,,False,included,1.015634,0.210572,1.040656,0.8,0,0.921546,7,0.885302,0.036245,0.078453
doi:10.52080/rvgluz.29.e12.40,doi:10.52080/rvgluz.29.e12.40,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.0,0.0,0.26286126821511263,7,0.07720774751507756,0.18565352070003507,0.321637,True,False,2024,es,Gestión escolar: calidad de la educación centrada en la persona,10.52080/rvgluz.29.e12.40,OpenAlex,metadata,-1,-1,False,-1,1,nearest_semantic_centroid,0.925169,False,included,1.014949,,,0.5,1,0.925169,7,0.885271,0.039898,
doi:10.33996/revistahorizontes.v7i31.674,doi:10.33996/revistahorizontes.v7i31.674,BERTopic-METADATA-MULTILINGUAL,metadata,5,1.0,1.0,1.0,3,3.4966968629310116e-308,1.0,0.0,False,False,2023,es,Gestión escolar e inclusividad en una Institución Educativa en la Provincia Constitucional del Callao,10.33996/revistahorizontes.v7i31.674,OpenAlex,metadata,5,5,False,5,,,,False,included,1.01293,0.787731,0.188637,1.0,5,0.959241,3,0.88008,0.079162,0.040759
doi:10.59427/rcli/2024/v24cs.1167-1172,doi:10.59427/rcli/2024/v24cs.1167-1172,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.0,0.0,0.10149352586219981,10,0.0887908367216302,0.012702689140569615,0.507757,True,False,2024,es,Manejo del conflicto en la gestión escolar: Una revisión sistemática,10.59427/rcli/2024/v24cs.1167-1172,OpenAlex,metadata,-1,-1,False,-1,7,nearest_semantic_centroid,0.790226,False,included,1.01582,,,1.0,7,0.790226,3,0.780128,0.010098,
doi:10.59427/rcli/2023/v23cs.3940-3948,doi:10.59427/rcli/2023/v23cs.3940-3948,BERTopic-METADATA-MULTILINGUAL,metadata,0,1.0,1.0,0.5126112649774381,13,0.07873154624183107,0.43387971873560705,0.237656,False,False,2023,es,Liderazgo del director en la gestión escolar,10.59427/rcli/2023/v23cs.3940-3948,OpenAlex,metadata,0,0,False,0,,,,False,included,1.043958,0.551344,0.494519,1.0,0,0.938971,1,0.831632,0.107338,0.061029
doi:10.37811/cl_rcm.v5i6.1431,doi:10.37811/cl_rcm.v5i6.1431,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.0,0.0,0.10957932918472202,0,0.07690589265686625,0.03267343652785577,0.680308,True,False,2022,es,Trabajo remoto y liderazgo adaptativo en la gestión escolar en instituciones educativas,10.37811/cl_rcm.v5i6.1431,OpenAlex,metadata,-1,-1,False,-1,7,nearest_semantic_centroid,0.876142,False,included,1.018719,,,0.6,7,0.876142,1,0.873843,0.002299,
doi:10.26885/rcei.11.1.9,doi:10.26885/rcei.11.1.9,BERTopic-METADATA-MULTILINGUAL,metadata,0,0.8553169996891316,0.855317,0.2667500347059357,13,0.0988258286443818,0.16792420606155392,0.360774,False,False,2022,es,Estilo de liderazgo y nivel de desempeño en la gestión escolar,10.26885/rcei.11.1.9,OpenAlex,metadata,0,0,False,0,,,,False,included,1.017874,0.519434,0.330282,0.9,0,0.959414,1,0.912737,0.046677,0.040586
doi:10.56124/jbs.v3i2.0007,doi:10.56124/jbs.v3i2.0007,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.0,0.0,0.09820566531843415,4,0.06754321423274087,0.03066245108569328,0.69206,True,False,2022,es,"Gestión escolar y su incidencia en la calidad educativa, distrito de educación junín - bolivar",10.56124/jbs.v3i2.0007,OpenAlex,metadata,-1,-1,False,-1,1,nearest_semantic_centroid,0.939473,False,included,1.014777,,,0.3,1,0.939473,4,0.928746,0.010728,
doi:10.47865/igob.vol7.n26.2024.344,doi:10.47865/igob.vol7.n26.2024.344,BERTopic-METADATA-MULTILINGUAL,metadata,4,0.885760819980797,0.885761,0.2658957792411868,3,0.09503760258583296,0.17085817665535383,0.114239,False,False,2024,es,Competencia directiva y gestión escolar en la IE CET 34. Chancay. Lima,10.47865/igob.vol7.n26.2024.344,OpenAlex,metadata,4,4,False,4,,,,False,included,1.011004,0.499636,0.595151,1.0,4,0.879907,1,0.870663,0.009244,0.120093
doi:10.46932/sfjdv3n5-050,doi:10.46932/sfjdv3n5-050,BERTopic-METADATA-MULTILINGUAL,metadata,10,0.754985818425218,0.754986,0.5405434801753951,3,0.039034393791189885,0.5015090863842052,0.245014,False,True,2022,es,Binomio familia - escuela: oportunidad de gestión escolar,10.46932/sfjdv3n5-050,OpenAlex,metadata,10,10,False,10,,,,False,included,1.009392,0.785775,0.356942,1.0,10,0.918965,3,0.847893,0.071071,0.081036
doi:10.54942/qantuyachay.v3i1.43,doi:10.54942/qantuyachay.v3i1.43,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.0,0.0,0.11024364903750188,7,0.10261994003117623,0.007623709006325641,0.470481,True,False,2023,es,"La gestión escolar, el liderazgo pedagógico y la mejora de la práctica docente en los Centros de Educación Básica Alternativa de la UGEL 06, 2020",10.54942/qantuyachay.v3i1.43,OpenAlex,metadata,-1,-1,False,-1,1,nearest_semantic_centroid,0.9004,False,included,1.016977,,,0.7,1,0.9004,0,0.896967,0.003433,
doi:10.47606/acven/ph0208,doi:10.47606/acven/ph0208,BERTopic-METADATA-MULTILINGUAL,metadata,0,0.8661110921437235,0.866111,0.290975521673677,13,0.08302018843767864,0.20795533323599838,0.352707,False,False,2023,es,Liderazgo del directivo en la gestión escolar,10.47606/acven/ph0208,OpenAlex,metadata,0,0,False,0,,,,False,included,1.018799,0.604861,0.382442,0.9,0,0.913777,1,0.765961,0.147816,0.086223
doi:10.61598/s.r.c.a.v3i2.47,doi:10.61598/s.r.c.a.v3i2.47,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.0,0.0,0.11378194921647855,12,0.08572229970157076,0.02805964951490779,0.705244,True,False,2023,es,Análisis de la Relación entre la Gestión Escolar Participativa y la Calidad de la Educación en Escuelas Públicas de América Latina,10.61598/s.r.c.a.v3i2.47,OpenAlex,metadata,-1,-1,False,-1,10,nearest_semantic_centroid,0.926927,False,included,1.015142,,,0.7,10,0.926927,3,0.917576,0.009351,
doi:10.37177/unicen/eb31-287,doi:10.37177/unicen/eb31-287,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.0,0.0,0.29280762462755777,3,0.10314004213018466,0.18966758249737312,0.457218,True,False,2021,es,El paradigma de la convivencia en la gestión escolar: políticas educativas y marco legal,10.37177/unicen/eb31-287,CONICET Digital | OpenAlex,metadata,-1,-1,False,-1,12,nearest_semantic_centroid,0.906118,False,included,1.006916,,,0.5,12,0.906118,3,0.895216,0.010903,
doi:10.47865/igob.vol6.n22.2023.264,doi:10.47865/igob.vol6.n22.2023.264,BERTopic-METADATA-MULTILINGUAL,metadata,4,0.885760819980797,0.885761,0.2893751515652624,3,0.09123498818579144,0.19814016337947093,0.114239,False,False,2023,es,"Competencia del director y gestión escolar en la IE n° 3719 ""Santísima Trinidad"". Puente Piedra. Lima",10.47865/igob.vol6.n22.2023.264,OpenAlex,metadata,4,4,False,4,,,,False,included,1.009587,0.504369,0.546168,1.0,4,0.920019,3,0.878051,0.041967,0.079981
doi:10.60112/erc.v3i1.25,doi:10.60112/erc.v3i1.25,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.0,0.0,0.21396477353527252,3,0.09876588728498799,0.11519888625028453,0.48636,True,False,2023,es,Evaluación de la Conexión entre la Administración Educativa Participativa y la Excelencia en la Enseñanza en Instituciones Públicas de América Latina,10.60112/erc.v3i1.25,OpenAlex,metadata,-1,-1,False,-1,3,nearest_semantic_centroid,0.927765,False,included,1.009614,,,0.1,3,0.927765,10,0.914578,0.013187,
doi:10.47865/igob.vol6.n23.2023.296,doi:10.47865/igob.vol6.n23.2023.296,BERTopic-METADATA-MULTILINGUAL,metadata,4,0.7567864455894355,0.756786,0.3640117091201547,1,0.05107926896814037,0.3129324401520143,0.243214,False,True,2023,es,Liderazgo pedagógico del directivo y gestión escolar de los docentes. IE n°5176 María Reiche Crosse. Puente Piedra. Lima,10.47865/igob.vol6.n23.2023.296,OpenAlex,metadata,4,4,False,4,,,,False,included,1.018503,0.625689,0.460649,0.7,4,0.911753,1,0.851603,0.060151,0.088246
doi:10.46932/sfjdv6n10-027,doi:10.46932/sfjdv6n10-027,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.0,0.0,0.08721851405374098,0,0.04536910779115433,0.04184940626258665,0.726,True,False,2025,es,Innovación pedagógica y metodologías activas impulsando la transformación del rol del docente en la gestión escolar,10.46932/sfjdv6n10-027,OpenAlex,metadata,-1,-1,False,-1,7,nearest_semantic_centroid,0.858706,False,included,1.011289,,,1.0,7,0.858706,2,0.834659,0.024047,
doi:10.37811/cl_rcm.v8i6.14496,doi:10.37811/cl_rcm.v8i6.14496,BERTopic-METADATA-MULTILINGUAL,metadata,3,0.924971895490544,0.924972,0.21558805450654195,12,0.1470165534105856,0.06857150109595636,0.075028,False,False,2024,es,Estrategias de Gestión Escolar y su Influencia en la Efectividad del Desempeño Docente en Ecuador,10.37811/cl_rcm.v8i6.14496,OpenAlex,metadata,3,3,False,3,,,,False,included,1.028547,0.296783,0.628337,1.0,3,0.936067,4,0.918073,0.017994,0.063933
doi:10.33996/repe.v1i1.16,doi:10.33996/repe.v1i1.16,BERTopic-METADATA-MULTILINGUAL,metadata,-1,0.0,0.0,0.08405751249017114,4,0.067719628882969,0.016337883607202147,0.683296,True,False,2020,es,Procesos administrativos en la gestión escolar del director de las instituciones educativas,10.33996/repe.v1i1.16,OpenAlex,metadata,-1,-1,False,-1,4,nearest_semantic_centroid,0.881837,False,included,1.017484,,,1.0,4,0.881837,3,0.850706,0.031131,
doi:10.35305/revista.vi43.206,doi:10.35305/revista.vi43.206,BERTopic-METADATA-MULTILINGUAL,metadata,5,0.3523624209308792,0.352362,0.05254531087654585,3,0.04787220753679388,0.0046731033397519675,0.647638,False,True,2022,es,participación de los niños en la gestión escolar:,10.35305/revista.vi43.206,OpenAlex,metadata,5,5,False,5,,,,False,included,1.014474,0.252657,1.110803,0.7,5,0.876248,10,0.856464,0.019784,0.123752
doi:10.22463/25909215.3259,doi:10.22463/25909215.3259,BERTopic-METADATA-MULTILINGUAL,metadata,0,1.0,1.0,1.0,7,4.61168055574475e-308,1.0,0.0,False,False,2021,es,La Gestión Escolar y su Relación con el Liderazgo para el Aprendizaje desde la Percepción del Director,10.22463/25909215.3259,OpenAlex,metadata,0,0,False,0,,,,False,included,1.02465,0.501056,0.758398,1.0,0,0.931522,4,0.867815,0.063707,0.068478
doi:10.35622/inudi.b.005,doi:10.35622/inudi.b.005,BERTopic-METADATA-MULTILINGUAL,metadata,4,0.8590781925521186,0.859078,0.3766059077403414,13,0.0655747531663907,0.3110311545739507,0.140922,False,False,2022,es,Trabajo docente en equipo y el cumplimiento de los compromisos de gestión escolar en las instituciones de educación básica,10.35622/inudi.b.005,OpenAlex,metadata,4,4,False,4,,,,False,included,1.01327,0.599431,0.437678,1.0,4,0.920706,3,0.883202,0.037504,0.079294
