document_id,original_topic,macro_topic_id,subtopic_id,parent_topic_id,hierarchy_level,is_outlier,merge_proposal,human_decision
doi:10.22463/25909215.3259,0,0,0.1,0,2,False,,pending
doi:10.35622/inudi.b.005,4,4,,4,1,False,,pending
doi:10.61384/r.c.a..v4i3.659,-1,,,,0,True,,pending
doi:10.48169/ecuatesis/0101202005,-1,,,,0,True,,pending
doi:10.47865/igob.vol5.n20.2022.223,-1,,,,0,True,,pending
doi:10.26490/uncp.alboradaciencia.2022.2.1118,7,7,,7,1,False,,pending
doi:10.37811/cl_rcm.v6i6.3958,1,1,1.2,1,2,False,,pending
doi:10.48102/rlee.2020.50.2.61,-1,,,,0,True,,pending
doi:10.30972/riie.13176140,-1,,,,0,True,,pending
doi:10.32541/recie.v8i2.735,5,5,5.1,5,2,False,,pending
doi:10.56712/latam.v4i6.1549,0,0,0.1,0,2,False,,pending
doi:10.37811/cl_rcm.v8i3.11175,-1,,,,0,True,,pending
doi:10.47865/igob.vol5.n17.2022.183,0,0,,0,1,False,,pending
doi:10.26885/rcei.13.2.25,3,3,,3,1,False,,pending
doi:10.37811/cl_rcm.v6i4.2862,7,7,,7,1,False,,pending
doi:10.53673/th.v1i9.60,0,0,0.1,0,2,False,,pending
doi:10.5281/zenodo.6785484,-1,,,,0,True,,pending
doi:10.59427/rcli/2023/v23cs.2715-2722,0,0,0.1,0,2,False,,pending
doi:10.56712/latam.v4i6.1550,7,7,,7,1,False,,pending
doi:10.23857/pc.v5i9.1746,3,3,3.0,3,2,False,,pending
doi:10.33010/ie_rie_rediech.v14i0.1807,-1,,,,0,True,,pending
doi:10.15517/rge.v11i1.62048,7,7,,7,1,False,,pending
doi:10.69733/clad.ryd.n83.a274,-1,,,,0,True,,pending
doi:10.51247/st.v3i1.59,0,0,0.1,0,2,False,,pending
doi:10.37811/cl_rcm.v7i1.4639,-1,,,,0,True,,pending
record:fab25d58ab6cd63e64c1f6b3,-1,,,,0,True,,pending
doi:10.15366/riejs2021.10.1.014,-1,,,,0,True,,pending
doi:10.33996/revistahorizontes.v6i23.342,3,3,3.0,3,2,False,,pending
doi:10.34096/iice.n47.9641,0,0,0.1,0,2,False,,pending
doi:10.29394/scientific.issn.2542-2987.2024.9.e4.8.157-176,-1,,,,0,True,,pending
doi:10.21573/vol36n12020.95673,-1,,,,0,True,,pending
doi:10.31391/s2007-7033(2021)0057-011,-1,,,,0,True,,pending
doi:10.53673/th.v2i3.113,-1,,,,0,True,,pending
doi:10.37811/cl_rcm.v6i5.3148,1,1,1.1,1,2,False,,pending
doi:10.36737/01230425.n39.2020.2342,-1,,,,0,True,,pending
doi:10.15658/rev.electron.educ.pedagog21.11050909,-1,,,,0,True,,pending
doi:10.37811/cl_rcm.v7i2.6016,-1,,,,0,True,,pending
doi:10.35811/rea.v12i1.201,-1,,,,0,True,,pending
doi:10.37811/cl_rcm.v7i3.5935,7,7,,7,1,False,,pending
doi:10.37811/cl_rcm.v6i2.2219,3,3,3.1,3,2,False,,pending
doi:10.32719/26312816.2022.6.1.11,0,0,0.1,0,2,False,,pending
doi:10.18764/2358-4319.v14n1p15-38,-1,,,,0,True,,pending
doi:10.48102/rlee.2022.52.3.518,6,6,6.1,6,2,False,,pending
doi:10.46589/rdiasf.vi38.531,1,1,1.1,1,2,False,,pending
doi:10.29035/ucmaule.63.56,-1,,,,0,True,,pending
doi:10.5209/rced.70275,-1,,,,0,True,,pending
doi:10.15366/riee2022.15.2.002,-1,,,,0,True,,pending
doi:10.37843/rted.v8i2.134,-1,,,,0,True,,pending
doi:10.18764/2358-4319.v13n1p163-182,-1,,,,0,True,,pending
doi:10.33262/concienciadigital.v6i1.3.2501,5,5,5.0,5,2,False,,pending
doi:10.7203/rase.13.1.15765,-1,,,,0,True,,pending
doi:10.18041/1900-3803/entramado.1.7505,3,3,,3,1,False,,pending
doi:10.48102/rlee.2024.54.3.664,-1,,,,0,True,,pending
doi:10.37811/cl_rcm.v8i5.13723,9,9,,9,1,False,,pending
doi:10.37843/rted.v16i2.402,3,3,3.1,3,2,False,,pending
doi:10.14507/epaa.30.6660,3,3,3.0,3,2,False,,pending
doi:10.21703/rexe.20212042ortiz-mallegas11,-1,,,,0,True,,pending
doi:10.4067/s0718-50062021000600193,7,7,,7,1,False,,pending
doi:10.37811/cl_rcm.v7i2.5739,-1,,,,0,True,,pending
doi:10.18800/cige2020.011,-1,,,,0,True,,pending
doi:10.32541/recie.2020.v4i1.pp20-33,12,12,,12,1,False,,pending
doi:10.14507/epaa.28.4147,12,12,,12,1,False,,pending
doi:10.18764/2178-2229.v28n1p250-275,-1,,,,0,True,,pending
doi:10.56712/latam.v6i1.3551,-1,,,,0,True,,pending
doi:10.30827/profesorado.v25i2.18443,-1,,,,0,True,,pending
doi:10.24054/cie.v2i19.3248,3,3,3.1,3,2,False,,pending
doi:10.37811/cl_rcm.v9i4.19283,2,2,2.1,2,2,False,,pending
doi:10.15366/jospoe2020.11.005,-1,,,,0,True,,pending
doi:10.15443/tde1006,0,0,0.1,0,2,False,,pending
doi:10.33996/revistahorizontes.v8i35.867,0,0,0.1,0,2,False,,pending
doi:10.5281/zenodo.6410248,-1,,,,0,True,,pending
doi:10.59427/rcli/2023/v23cs.3204-3210,2,2,2.1,2,2,False,,pending
doi:10.61286/e-rms.v2i.38,-1,,,,0,True,,pending
doi:10.26871/killkanasocial.v7i3.1406,1,1,,1,1,False,,pending
doi:10.47865/igob.vol7.n25.2024.327,-1,,,,0,True,,pending
doi:10.46363/yachaq.v5i2.4,5,5,,5,1,False,,pending
record:dc1343bca7b04a0793c3055c,0,0,0.1,0,2,False,,pending
doi:10.56219/lneaimaginaria.v1i22.4184,3,3,3.1,3,2,False,,pending
doi:10.1590/scielopreprints.15420,-1,,,,0,True,,pending
doi:10.46932/sfjdv2n2-062,0,0,,0,1,False,,pending
doi:10.33881/2027-1786.rip.13105,-1,,,,0,True,,pending
doi:10.33996/revistahorizontes.v9i38.1038,-1,,,,0,True,,pending
record:e7d9f86053b6eb50d95d7219,-1,,,,0,True,,pending
doi:10.46377/dilemas.v10i3.3667,-1,,,,0,True,,pending
doi:10.5281/zenodo.17905633,-1,,,,0,True,,pending
doi:10.33386/593dp.2021.2-1.490,-1,,,,0,True,,pending
doi:10.37811/cl_rcm.v10i2.23057,3,3,3.1,3,2,False,,pending
doi:10.4067/s0718-50652021000100215,12,12,,12,1,False,,pending
doi:10.47212/rtcalinin.1.1.4,-1,,,,0,True,,pending
doi:10.59427/rcli/2024/v24cs.972-980,0,0,0.0,0,2,False,,pending
doi:10.46652/religacionpress.192.c314,7,7,,7,1,False,,pending
doi:10.15448/1984-7289.2022.1.41864,3,3,3.1,3,2,False,,pending
doi:10.37811/cl_rcm.v9i5.20725,-1,,,,0,True,,pending
doi:10.59654/tdcsh709,10,10,,10,1,False,,pending
doi:10.5281/zenodo.6789683,-1,,,,0,True,,pending
doi:10.69516/enjfpw30,-1,,,,0,True,,pending
record:c841fd0d09fbfb9abbac9e38,-1,,,,0,True,,pending
doi:10.5281/zenodo.19206535,-1,,,,0,True,,pending
doi:10.5281/zenodo.17619868,4,4,,4,1,False,,pending
record:7e3bfe224a6008481a07eaf5,4,4,4.0,4,2,False,,pending
doi:10.18050/revucv-scientia.v15n1a4,5,5,5.1,5,2,False,,pending
doi:10.59427/rcli/2023/v23cs.2963-2967,-1,,,,0,True,,pending
doi:10.25127/rcsh.20236.930,1,1,1.2,1,2,False,,pending
doi:10.56865/dgenam.pd.2019.1.1.25,0,0,0.1,0,2,False,,pending
doi:10.33996/revistahorizontes.v9i38.1019,0,0,0.1,0,2,False,,pending
doi:10.70577/nn0py871,-1,,,,0,True,,pending
doi:10.22235/pe.v15i1.2139,-1,,,,0,True,,pending
doi:10.5281/zenodo.4412663,3,3,3.0,3,2,False,,pending
doi:10.47865/igob.vol4.2021.118,-1,,,,0,True,,pending
doi:10.29394/scientific.issn.2542-2987.2025.10.e1.3.69-91,-1,,,,0,True,,pending
record:39556965c349d1eeda1e608b,3,3,3.1,3,2,False,,pending
doi:10.69821/aicis.v3i3.134,2,2,2.1,2,2,False,,pending
doi:10.33386/593dp.2021.1.411,3,3,3.1,3,2,False,,pending
doi:10.47865/igob.vol6.n22.2023.284,-1,,,,0,True,,pending
doi:10.36557/2674-8169.2024v6n3p1225-1242,9,9,,9,1,False,,pending
doi:10.37811/cl_rcm.v9i4.19641,0,0,,0,1,False,,pending
doi:10.61303/2735668x.v4i2.99,-1,,,,0,True,,pending
doi:10.65598/rps.5989,-1,,,,0,True,,pending
doi:10.69639/arandu.v11i2.400,-1,,,,0,True,,pending
record:02f0c8b0624d670b9f2dfb1f,-1,,,,0,True,,pending
doi:10.47865/igob.vol6.n22.2023.258,4,4,4.0,4,2,False,,pending
doi:10.35622/inudi.b.087,-1,,,,0,True,,pending
record:ad0612a5c7fd43eb15f92e21,4,4,4.1,4,2,False,,pending
doi:10.56219/rgp.vi40.918,-1,,,,0,True,,pending
doi:10.56200/mried.v4i11.10188,3,3,3.1,3,2,False,,pending
doi:10.47554/revie.vol13.num1.2026.pp43-69,1,1,1.2,1,2,False,,pending
doi:10.15443/tde655,8,8,8.0,8,2,False,,pending
doi:10.60100/bciv.v3i3.120,-1,,,,0,True,,pending
doi:10.22463/25909215.4152,0,0,0.1,0,2,False,,pending
doi:10.5354/2452-5014.2022.67730,12,12,,12,1,False,,pending
doi:10.14507/epaa.28.4554,3,3,3.0,3,2,False,,pending
doi:10.56712/latam.v6i5.4761,-1,,,,0,True,,pending
doi:10.36737/01230425.n47.2024.3223,5,5,5.0,5,2,False,,pending
doi:10.30545/academo.2024.may-ago.6,-1,,,,0,True,,pending
doi:10.70577/reg.v4i3.226,-1,,,,0,True,,pending
record:b17eb77951eba8b5fb0e72af,-1,,,,0,True,,pending
doi:10.62876/cuadernosucab.vi15.6067,10,10,,10,1,False,,pending
doi:10.46589/riasf.v1i43.757,-1,,,,0,True,,pending
doi:10.23913/ride.v12i24.1117,-1,,,,0,True,,pending
doi:10.46652/religacionpress.293.c511,-1,,,,0,True,,pending
record:5cf6c2e72cb712af9f21b043,8,8,8.0,8,2,False,,pending
doi:10.47606/acven/ph0178,-1,,,,0,True,,pending
doi:10.69639/arandu.v12i3.1507,-1,,,,0,True,,pending
record:e53e9bf901e2aa2299612bde,5,5,5.0,5,2,False,,pending
doi:10.61384/r.c.a..v5i1.962,-1,,,,0,True,,pending
doi:10.15517/revedu.v47i2.53991,-1,,,,0,True,,pending
doi:10.15366/tp2021.37.002,3,3,3.0,3,2,False,,pending
doi:10.70577/k39cds93,-1,,,,0,True,,pending
doi:10.46652/religacionpress.317.c581,8,8,8.0,8,2,False,,pending
doi:10.70747/cr.v4i3.506,-1,,,,0,True,,pending
doi:10.69516/xq65fj12,-1,,,,0,True,,pending
doi:10.35381/e.k.v4i7.1084,0,0,,0,1,False,,pending
doi:10.47865/igob.vol6.n24.2023.307,-1,,,,0,True,,pending
doi:10.37594/dialogus.v1i16.1821,-1,,,,0,True,,pending
record:2123e5adb4e772b25966e88d,5,5,5.0,5,2,False,,pending
doi:10.46932/sfjdv3n6-026,7,7,,7,1,False,,pending
doi:10.59427/rcli/2023/v23cs.3717-3724,-1,,,,0,True,,pending
doi:10.47865/igob.vol7.n26.2024.341,-1,,,,0,True,,pending
doi:10.47606/acven/ph0022,-1,,,,0,True,,pending
doi:10.56712/latam.v5i1.1609,-1,,,,0,True,,pending
doi:10.47554/cii.vol14.2023.pp114-125,-1,,,,0,True,,pending
record:fcd281b1441eb0546eba4a34,4,4,4.0,4,2,False,,pending
doi:10.56712/latam.v5i5.2944,-1,,,,0,True,,pending
record:5f4ba097c47c559915f81dfe,0,0,0.1,0,2,False,,pending
doi:10.26820/recimundo/7.(1).enero.2023.108-117,5,5,5.0,5,2,False,,pending
doi:10.52080/rvgluz.30.especial14.45,-1,,,,0,True,,pending
doi:10.53595/rlo.v4.i9.093,10,10,,10,1,False,,pending
doi:10.18634/doctrabajo/75,-1,,,,0,True,,pending
doi:10.38147/invneg.v17i29.270,4,4,4.1,4,2,False,,pending
doi:10.56219/afc.v18i1.4808,-1,,,,0,True,,pending
doi:10.17227/rce.num91-16727,2,2,2.1,2,2,False,,pending
doi:10.5281/zenodo.8307068,-1,,,,0,True,,pending
doi:10.33262/exploradordigital.v8i3.3106,9,9,,9,1,False,,pending
doi:10.30827/profesorado.v28i2.22682,0,0,0.1,0,2,False,,pending
doi:10.56712/latam.v4i2.846,3,3,3.0,3,2,False,,pending
record:2e485afe2cbbbb939ed534dd,3,3,3.1,3,2,False,,pending
doi:10.37811/cl_rcm.v8i1.9621,-1,,,,0,True,,pending
doi:10.56048/mqr20225.8.3.2024.3133-3153,3,3,3.1,3,2,False,,pending
doi:10.5281/zenodo.7949405,0,0,0.1,0,2,False,,pending
record:c90c82b4e7f2a30f17a2ed4f,-1,,,,0,True,,pending
doi:10.37811/cl_rcm.v8i2.10274,5,5,,5,1,False,,pending
record:43c0a2fdc90ac66d489a9707,-1,,,,0,True,,pending
doi:10.61368/r.s.d.h.v5i4.421,3,3,3.0,3,2,False,,pending
doi:10.5281/zenodo.19207873,0,0,0.1,0,2,False,,pending
record:cc8533d2319d4dfbf9d1870e,-1,,,,0,True,,pending
doi:10.35756/educaumch.202322.286,6,6,6.0,6,2,False,,pending
doi:10.18800/cige2020,-1,,,,0,True,,pending
doi:10.37811/cl_rcm.v7i6.9350,3,3,3.1,3,2,False,,pending
doi:10.63415/saga.v2i2.67,-1,,,,0,True,,pending
doi:10.15443/tde1002,-1,,,,0,True,,pending
doi:10.58995/redlic.rmic.v3.n3.a179,-1,,,,0,True,,pending
doi:10.69821/constellations.v5i1.160,-1,,,,0,True,,pending
doi:10.23857/pc.v6i1.2182,-1,,,,0,True,,pending
doi:10.24054/face.v23i1.2450,-1,,,,0,True,,pending
doi:10.56200/mried.v3i9.8649,3,3,3.1,3,2,False,,pending
doi:10.23913/ride.v15i29.2085,10,10,,10,1,False,,pending
doi:10.48102/rlee.2025.55.2.709,-1,,,,0,True,,pending
doi:10.53485/rsu.v4i3.186,-1,,,,0,True,,pending
doi:10.37811/cl_rcm.v9i6.21839,3,3,3.1,3,2,False,,pending
doi:10.34096/runa.v47i1.17708,5,5,,5,1,False,,pending
record:d0253eaa67df74323fdf4d61,3,3,3.1,3,2,False,,pending
doi:10.5377/ru.v1i1.21518,1,1,1.2,1,2,False,,pending
doi:10.59659/revistatribunal.v5i13.284,1,1,1.1,1,2,False,,pending
record:ac17dae244a7ab05002e770a,-1,,,,0,True,,pending
doi:10.62452/rs29bw18,1,1,1.1,1,2,False,,pending
doi:10.33996/franztamayo.v3i6.312,-1,,,,0,True,,pending
record:f20004c30e61b5641eb71a19,-1,,,,0,True,,pending
record:23684482eed4a94093366631,5,5,,5,1,False,,pending
doi:10.7764/tesisuc/edu/29423,-1,,,,0,True,,pending
doi:10.31876/rcs.v30i2.41898,3,3,3.1,3,2,False,,pending
doi:10.19136/etie.a5n9.5057,-1,,,,0,True,,pending
doi:10.5281/zenodo.17603080,6,6,6.1,6,2,False,,pending
record:a8151e37cad97eb0b618e798,-1,,,,0,True,,pending
doi:10.15359/rep.17-1.3,1,1,,1,1,False,,pending
record:62056857f23fd668cf824111,0,0,0.1,0,2,False,,pending
doi:10.20873/uft.rbec.e10837,5,5,5.1,5,2,False,,pending
record:9f7ce1d295c412061c163c33,-1,,,,0,True,,pending
record:9e6b279c3690576201ad6ee8,-1,,,,0,True,,pending
record:ebcc7ddd109a76a8406e40af,1,1,,1,1,False,,pending
record:fc9eb4bd5bfb5604865cd2d2,-1,,,,0,True,,pending
record:247553b963eebb6c3bfa63f0,-1,,,,0,True,,pending
doi:10.22533/at.ed.989220509,5,5,,5,1,False,,pending
doi:10.21501/9786287765061.5,3,3,3.0,3,2,False,,pending
doi:10.33064/iycuaa2022853434,6,6,6.1,6,2,False,,pending
doi:10.15381/rpiiedu.v4i1.26747,-1,,,,0,True,,pending
doi:10.70747/cr.v4i1.161,-1,,,,0,True,,pending
record:edc1e2a1486f91919ea94635,2,2,2.1,2,2,False,,pending
doi:10.5380/jpe.v15i0.83257,12,12,,12,1,False,,pending
doi:10.17081/eduhum.28.50.8331,-1,,,,0,True,,pending
doi:10.22533/at.ed.7002410054,3,3,3.1,3,2,False,,pending
record:3a7d056d2a66b8e58dd41a05,-1,,,,0,True,,pending
doi:10.22347/2175-2753v17i56.5048,-1,,,,0,True,,pending
doi:10.47460/uct.v24i106.397,-1,,,,0,True,,pending
record:d514726be166d020bc11356b,-1,,,,0,True,,pending
doi:10.30554/p.e.35.1.5623.2026,-1,,,,0,True,,pending
record:6ad99baf47beffad06cadb6f,-1,,,,0,True,,pending
doi:10.58011/6tv7-gd64,5,5,5.1,5,2,False,,pending
doi:10.30972/riie.16228046,-1,,,,0,True,,pending
record:ba36ee5ce3bce064c3e305e2,-1,,,,0,True,,pending
doi:10.17605/osf.io/9536p,-1,,,,0,True,,pending
doi:10.18764/2178-2229.v28n1p276-302,-1,,,,0,True,,pending
record:ccc8f14138e00e77cba64fa8,1,1,,1,1,False,,pending
record:022a3bc2c2538a364c3faeca,-1,,,,0,True,,pending
record:7260a453557ff1d4b0bbe3b5,5,5,5.0,5,2,False,,pending
record:23398ea37fdc77598005813c,-1,,,,0,True,,pending
doi:10.7764/tesisuc/edu/64477,-1,,,,0,True,,pending
doi:10.18800/cige2020.010,-1,,,,0,True,,pending
doi:10.20873/uft.rbec.e12973,7,7,,7,1,False,,pending
record:ea44aca3f9b2b2da294456a4,-1,,,,0,True,,pending
doi:10.58011/18hv-tx32,-1,,,,0,True,,pending
doi:10.70860/ufnt.rbec.e19422,12,12,,12,1,False,,pending
doi:10.56067/saetauniversitaria.v12i1.368,5,5,5.1,5,2,False,,pending
record:1f86ff61b102d7f34f2bd603,5,5,5.1,5,2,False,,pending
doi:10.26490/uncp.investigacionyeducacion.2021.2.1.1367,-1,,,,0,True,,pending
doi:10.56712/latam.v4i4.1215,1,1,1.1,1,2,False,,pending
doi:10.47554/cii.vol15.2024.pp137-141,-1,,,,0,True,,pending
doi:10.35869/reined.v23i1.6115,10,10,,10,1,False,,pending
doi:10.35381/r.k.v9i1.3557,-1,,,,0,True,,pending
record:a725bc7f07ee753aa24f7694,5,5,,5,1,False,,pending
doi:10.35381/i.p.v5i9.2621,3,3,3.1,3,2,False,,pending
doi:10.33996/revistahorizontes.v9i39.1068,12,12,,12,1,False,,pending
doi:10.18764/2358-4319.v14n2p558-578,10,10,,10,1,False,,pending
record:a3efb562e8f795ab1fcdb8cc,-1,,,,0,True,,pending
doi:10.48102/riber.v1i1.13,3,3,3.0,3,2,False,,pending
doi:10.29394/scientific.issn.2542-2987.2024.9.e2.10.204-225,0,0,,0,1,False,,pending
record:28acbaf08050aecfaf1c037d,-1,,,,0,True,,pending
record:b2966ad0c4c22e6eef470380,-1,,,,0,True,,pending
doi:10.46589/riasf.v1i43.781,-1,,,,0,True,,pending
record:f5e85a0122519fc958e69840,-1,,,,0,True,,pending
doi:10.18764/2178-2229.v28n1p78-94,-1,,,,0,True,,pending
doi:10.14409/ie.2023.19.e0054,-1,,,,0,True,,pending
doi:10.15366/reice2005.3.1.003,-1,,,,0,True,,pending
doi:10.70577/asce.v4i4.531,0,0,,0,1,False,,pending
doi:10.59659/revistatribunal.v6i14.363,0,0,,0,1,False,,pending
record:a481c2758d1cbdf5dde00cbb,-1,,,,0,True,,pending
doi:10.54033/cadpedv22n14-158,-1,,,,0,True,,pending
doi:10.34893/rediir.v10i10.428,-1,,,,0,True,,pending
doi:10.22169/cadernointer.v14n52.3569,-1,,,,0,True,,pending
doi:10.37594/dialogus.v1i16.1805,-1,,,,0,True,,pending
doi:10.53387/sa.v3i7.60,7,7,,7,1,False,,pending
doi:10.5212/praxeduc.v.21.24571.001,3,3,3.1,3,2,False,,pending
doi:10.58594/rtest.v4i1.100,-1,,,,0,True,,pending
doi:10.64326/educao.v1i2.24,-1,,,,0,True,,pending
record:b2262ab441be28dfe3adbeac,-1,,,,0,True,,pending
doi:10.1590/2175-6236123295vs01,0,0,,0,1,False,,pending
doi:10.21501/2744838x.4264,5,5,5.1,5,2,False,,pending
doi:10.18764/2178-2229.v28n2-2020-02,3,3,3.1,3,2,False,,pending
record:8b242fd7aca377511d6b23ca,-1,,,,0,True,,pending
doi:10.47187/perspectivas.6.2.223,9,9,,9,1,False,,pending
doi:10.60909/bdigital/handle.001.13312,3,3,3.1,3,2,False,,pending
doi:10.56712/latam.v4i2.1035,7,7,,7,1,False,,pending
record:c6c6adfa714a4dc6e9fb504f,-1,,,,0,True,,pending
record:583cd40cca830da94bb612b0,-1,,,,0,True,,pending
doi:10.29059/educiencia.v7i2.224,-1,,,,0,True,,pending
doi:10.7764/tesisuc/edu/87408,0,0,0.1,0,2,False,,pending
doi:10.60112/erc.v5.i4.608,3,3,3.1,3,2,False,,pending
doi:10.56219/dialgica.v23i1.4947,0,0,0.1,0,2,False,,pending
doi:10.56712/latam.v6i6.4943,-1,,,,0,True,,pending
record:ae531aec10932f6fe06c7196,-1,,,,0,True,,pending
record:c8c6486dc449e27ae22a046d,-1,,,,0,True,,pending
doi:10.63618/omd/isj/v3/ne1/180,3,3,3.1,3,2,False,,pending
doi:10.32870/gespye.vi7.88,0,0,0.1,0,2,False,,pending
doi:10.22201/cuaieed.20074751e.2022.27.82004,7,7,,7,1,False,,pending
doi:10.56219/dialgica.v23i1.4915,3,3,3.1,3,2,False,,pending
doi:10.20453/spirat.v3ine1.5525,9,9,,9,1,False,,pending
record:14369f94511f8d46ef4f6c12,5,5,5.1,5,2,False,,pending
record:a290b4a0ee532319e08ab558,5,5,5.0,5,2,False,,pending
doi:10.5281/zenodo.17903642,2,2,2.1,2,2,False,,pending
doi:10.5212/praxeduc.v.19.22864.020,12,12,,12,1,False,,pending
doi:10.19137/praxiseducativa-2024-280215,0,0,0.1,0,2,False,,pending
doi:10.37260/merito.i7n21.10,3,3,3.1,3,2,False,,pending
record:474645e01d2252b01904471a,-1,,,,0,True,,pending
doi:10.33996/revistahorizontes.v9i38.1045,-1,,,,0,True,,pending
doi:10.5281/zenodo.5590510,2,2,2.1,2,2,False,,pending
doi:10.52501/cc.389.01,-1,,,,0,True,,pending
doi:10.24215/23468866e177,-1,,,,0,True,,pending
doi:10.59899/ref-post-2-c13,-1,,,,0,True,,pending
doi:10.37260/repe.v7n15.10,2,2,2.1,2,2,False,,pending
doi:10.48190/cumbres.v11n2a2,0,0,0.1,0,2,False,,pending
doi:10.5281/zenodo.18762677,-1,,,,0,True,,pending
record:fb4c4f9750f5b4693a4064d9,4,4,4.0,4,2,False,,pending
doi:10.22201/cuaieed.16076079e.2024.25.2.11,6,6,,6,1,False,,pending
doi:10.51896/rilcods.v5i46.251,6,6,6.1,6,2,False,,pending
doi:10.33996/revistahorizontes.v9i37.959,6,6,6.0,6,2,False,,pending
doi:10.19136/book.199,-1,,,,0,True,,pending
doi:10.33996/revistahorizontes.v9i39.1094,-1,,,,0,True,,pending
doi:10.63549/rg.v5i3.747,-1,,,,0,True,,pending
doi:10.37811/cl_rcm.v8i6.15127,9,9,,9,1,False,,pending
doi:10.5281/zenodo.17172475,-1,,,,0,True,,pending
record:6097f916488a257c778e95f7,7,7,,7,1,False,,pending
doi:10.35362/rie10017169,-1,,,,0,True,,pending
doi:10.37811/cl_rcm.v7i4.7230,0,0,0.1,0,2,False,,pending
doi:10.37811/cl_rcm.v6i4.2931,4,4,4.1,4,2,False,,pending
doi:10.56200/mried.v4i1.11304,5,5,5.1,5,2,False,,pending
doi:10.35575/rvucn.n77a2,6,6,,6,1,False,,pending
doi:10.63415/saga.2026.70,2,2,2.1,2,2,False,,pending
doi:10.55905/cuadv17n7-122,3,3,3.1,3,2,False,,pending
