model,model_path,corpus,run_id,is_latest_for_model,is_preferred_model,status,document_id,publication_document_id,topic_id,assignment_confidence,probability_margin,silhouette,distance_to_centroid,local_consistency,ambiguous,is_outlier,language,relevance_status,relevance_score,contamination_candidate
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.37843/rted.v16i2.389,doi:10.37843/rted.v16i2.389,3,0.8047904133253205,0.010630689228874016,-0.177167,1.190922,0.4,True,False,es,included,1.009177,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.37811/cl_rcm.v6i3.2300,doi:10.37811/cl_rcm.v6i3.2300,7,1.0,1.0,0.59456,0.635614,1.0,False,False,es,included,1.015995,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.37811/cl_rcm.v8i2.10725,doi:10.37811/cl_rcm.v8i2.10725,3,0.8745551568415726,0.04714451680390966,0.202471,0.860704,0.8,False,False,es,included,1.022417,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.37811/cl_rcm.v8i3.11546,doi:10.37811/cl_rcm.v8i3.11546,-1,0.0,0.021965325951624773,,,0.5,False,True,es,included,1.008925,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.37811/cl_rcm.v6i6.3677,doi:10.37811/cl_rcm.v6i6.3677,7,1.0,1.0,0.602895,0.393888,0.9,False,False,es,included,1.009632,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.47606/acven/ph0224,doi:10.47606/acven/ph0224,0,0.8429928594875825,0.20118074984885836,0.602116,0.384672,0.9,False,False,es,included,1.018791,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.46498/reduipb.v26i2.1643,doi:10.46498/reduipb.v26i2.1643,3,0.8047904133253205,0.011851576308243711,-0.23714,1.295745,0.4,True,False,es,included,1.015465,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.30827/profesorado.v28i1.29599,doi:10.30827/profesorado.v28i1.29599,0,0.8588353948333562,0.11488662647200937,0.239901,1.01012,1.0,False,False,es,included,1.033664,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.59993/simbiosis.v.4i8.58,doi:10.59993/simbiosis.v.4i8.58,1,0.9145347199403383,0.08031068817751544,0.066749,0.849652,0.8,False,False,es,included,1.022355,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.56200/mried.v2iespecial.6465,doi:10.56200/mried.v2iespecial.6465,-1,0.0,0.07903971920502961,,,0.2,False,True,es,included,1.013611,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.46932/sfjdv5n5-016,doi:10.46932/sfjdv5n5-016,9,1.0,1.0,0.807707,0.325105,1.0,False,False,es,included,0.998123,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.47192/rcs.v3i1.81,doi:10.47192/rcs.v3i1.81,-1,0.0,0.0009632424443808962,,,0.8,False,True,es,included,1.008488,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.33996/revistahorizontes.v8i32.726,doi:10.33996/revistahorizontes.v8i32.726,3,0.8047904133253205,0.007921172368429236,-0.11706,1.199437,0.4,True,False,es,included,1.025193,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.18050/eduser.v10n2a2,doi:10.18050/eduser.v10n2a2,-1,0.0,0.018531478016585126,,,0.3,False,True,es,included,1.046849,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.37811/cl_rcm.v6i6.3796,doi:10.37811/cl_rcm.v6i6.3796,1,0.9254015412623446,0.16193584157201554,-0.374941,1.188507,0.9,False,False,es,included,1.012671,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.47865/igob.vol6.n22.2023.253,doi:10.47865/igob.vol6.n22.2023.253,4,0.885760819980797,0.1858311104170926,0.520578,0.555285,0.9,False,False,es,included,1.008701,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.61287/warisata.v4i11.5,doi:10.61287/warisata.v4i11.5,5,1.0,1.0,0.794282,0.106978,1.0,False,False,es,included,1.011009,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.37811/cl_rcm.v6i6.4135,doi:10.37811/cl_rcm.v6i6.4135,3,0.8697513842909433,0.035681328698969644,0.18828,0.669129,1.0,False,False,es,included,1.00839,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.55560/arete.2023.18.9.7,doi:10.55560/arete.2023.18.9.7,-1,0.0,0.09929708073183886,,,0.1,False,True,es,included,1.015984,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.31876/rcs.v28i.38152,doi:10.31876/rcs.v28i.38152,-1,0.0,0.02150307680827536,,,0.7,False,True,es,included,1.009419,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.35756/educaumch.202322.274,doi:10.35756/educaumch.202322.274,1,0.9462430277346507,0.07461254146799584,-0.043171,0.992527,1.0,False,False,es,included,1.023108,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.61384/r.c.a..v4i2.229,doi:10.61384/r.c.a..v4i2.229,0,0.8588353948333562,0.12154069510131668,0.210572,1.040656,0.8,False,False,es,included,1.015634,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.52080/rvgluz.29.e12.40,doi:10.52080/rvgluz.29.e12.40,-1,0.0,0.18565352070003507,,,0.5,False,True,es,included,1.014949,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.33996/revistahorizontes.v7i31.674,doi:10.33996/revistahorizontes.v7i31.674,5,1.0,1.0,0.787731,0.188637,1.0,False,False,es,included,1.01293,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.59427/rcli/2024/v24cs.1167-1172,doi:10.59427/rcli/2024/v24cs.1167-1172,-1,0.0,0.012702689140569615,,,1.0,False,True,es,included,1.01582,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.59427/rcli/2023/v23cs.3940-3948,doi:10.59427/rcli/2023/v23cs.3940-3948,0,1.0,0.43387971873560705,0.551344,0.494519,1.0,False,False,es,included,1.043958,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.37811/cl_rcm.v5i6.1431,doi:10.37811/cl_rcm.v5i6.1431,-1,0.0,0.03267343652785577,,,0.6,False,True,es,included,1.018719,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.26885/rcei.11.1.9,doi:10.26885/rcei.11.1.9,0,0.8553169996891316,0.16792420606155392,0.519434,0.330282,0.9,False,False,es,included,1.017874,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.56124/jbs.v3i2.0007,doi:10.56124/jbs.v3i2.0007,-1,0.0,0.03066245108569328,,,0.3,False,True,es,included,1.014777,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.47865/igob.vol7.n26.2024.344,doi:10.47865/igob.vol7.n26.2024.344,4,0.885760819980797,0.17085817665535383,0.499636,0.595151,1.0,False,False,es,included,1.011004,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.46932/sfjdv3n5-050,doi:10.46932/sfjdv3n5-050,10,0.754985818425218,0.5015090863842052,0.785775,0.356942,1.0,True,False,es,included,1.009392,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.54942/qantuyachay.v3i1.43,doi:10.54942/qantuyachay.v3i1.43,-1,0.0,0.007623709006325641,,,0.7,False,True,es,included,1.016977,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.47606/acven/ph0208,doi:10.47606/acven/ph0208,0,0.8661110921437235,0.20795533323599838,0.604861,0.382442,0.9,False,False,es,included,1.018799,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.61598/s.r.c.a.v3i2.47,doi:10.61598/s.r.c.a.v3i2.47,-1,0.0,0.02805964951490779,,,0.7,False,True,es,included,1.015142,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.37177/unicen/eb31-287,doi:10.37177/unicen/eb31-287,-1,0.0,0.18966758249737312,,,0.5,False,True,es,included,1.006916,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.47865/igob.vol6.n22.2023.264,doi:10.47865/igob.vol6.n22.2023.264,4,0.885760819980797,0.19814016337947093,0.504369,0.546168,1.0,False,False,es,included,1.009587,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.60112/erc.v3i1.25,doi:10.60112/erc.v3i1.25,-1,0.0,0.11519888625028453,,,0.1,False,True,es,included,1.009614,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.47865/igob.vol6.n23.2023.296,doi:10.47865/igob.vol6.n23.2023.296,4,0.7567864455894355,0.3129324401520143,0.625689,0.460649,0.7,True,False,es,included,1.018503,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.46932/sfjdv6n10-027,doi:10.46932/sfjdv6n10-027,-1,0.0,0.04184940626258665,,,1.0,False,True,es,included,1.011289,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.37811/cl_rcm.v8i6.14496,doi:10.37811/cl_rcm.v8i6.14496,3,0.924971895490544,0.06857150109595636,0.296783,0.628337,1.0,False,False,es,included,1.028547,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.33996/repe.v1i1.16,doi:10.33996/repe.v1i1.16,-1,0.0,0.016337883607202147,,,1.0,False,True,es,included,1.017484,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.35305/revista.vi43.206,doi:10.35305/revista.vi43.206,5,0.3523624209308792,0.0046731033397519675,0.252657,1.110803,0.7,True,False,es,included,1.014474,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.22463/25909215.3259,doi:10.22463/25909215.3259,0,1.0,1.0,0.501056,0.758398,1.0,False,False,es,included,1.02465,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.35622/inudi.b.005,doi:10.35622/inudi.b.005,4,0.8590781925521186,0.3110311545739507,0.599431,0.437678,1.0,False,False,es,included,1.01327,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.61384/r.c.a..v4i3.659,doi:10.61384/r.c.a..v4i3.659,-1,0.0,0.005024017620588295,,,0.9,False,True,es,included,1.008479,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.48169/ecuatesis/0101202005,doi:10.48169/ecuatesis/0101202005,-1,0.0,0.03292421904069341,,,0.1,False,True,en,included,1.004731,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.47865/igob.vol5.n20.2022.223,doi:10.47865/igob.vol5.n20.2022.223,-1,0.0,0.014110001598993283,,,0.9,False,True,es,included,1.01592,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.26490/uncp.alboradaciencia.2022.2.1118,doi:10.26490/uncp.alboradaciencia.2022.2.1118,7,0.9999788921939083,0.07983168094341128,0.476646,0.632622,1.0,False,False,es,included,1.008213,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.37811/cl_rcm.v6i6.3958,doi:10.37811/cl_rcm.v6i6.3958,1,0.9576393156828105,0.17085733770907402,0.343003,0.658361,1.0,False,False,es,included,1.006872,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.48102/rlee.2020.50.2.61,doi:10.48102/rlee.2020.50.2.61,-1,0.0,0.012391908377718822,,,1.0,False,True,es,included,1.014652,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.30972/riie.13176140,doi:10.30972/riie.13176140,-1,0.0,0.021541166996637395,,,0.3,False,True,es,included,1.053668,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.32541/recie.v8i2.735,doi:10.32541/recie.v8i2.735,5,1.0,1.0,0.786107,0.151209,1.0,False,False,es,included,1.009359,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.56712/latam.v4i6.1549,doi:10.56712/latam.v4i6.1549,0,1.0,1.0,0.449393,0.715423,1.0,False,False,es,included,1.015779,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.37811/cl_rcm.v8i3.11175,doi:10.37811/cl_rcm.v8i3.11175,-1,0.0,0.037915487043639395,,,1.0,False,True,es,included,1.008052,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.47865/igob.vol5.n17.2022.183,doi:10.47865/igob.vol5.n17.2022.183,0,0.8715367761778567,0.21388624304781678,0.545411,0.329808,1.0,False,False,es,included,1.017007,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.26885/rcei.13.2.25,doi:10.26885/rcei.13.2.25,3,0.8762779548893046,0.08143449268342626,0.022988,0.550086,0.9,False,False,es,included,1.016125,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.37811/cl_rcm.v6i4.2862,doi:10.37811/cl_rcm.v6i4.2862,7,0.9999788921939083,0.022861672477473366,0.314357,0.933611,0.9,False,False,es,included,1.014019,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.53673/th.v1i9.60,doi:10.53673/th.v1i9.60,0,0.8588353948333562,0.21094839822881287,0.275189,0.955867,1.0,False,False,es,included,1.017605,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.5281/zenodo.6785484,doi:10.5281/zenodo.6785484,-1,0.0,0.053124337482595416,,,1.0,False,True,es,included,1.00972,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.59427/rcli/2023/v23cs.2715-2722,doi:10.59427/rcli/2023/v23cs.2715-2722,0,1.0,1.0,0.518027,0.686862,1.0,False,False,es,included,1.020682,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.56712/latam.v4i6.1550,doi:10.56712/latam.v4i6.1550,7,1.0,1.0,0.606816,0.647315,1.0,False,False,es,included,1.008427,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.23857/pc.v5i9.1746,doi:10.23857/pc.v5i9.1746,3,1.0,1.0,0.354006,0.800604,1.0,False,False,es,included,1.009069,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.33010/ie_rie_rediech.v14i0.1807,doi:10.33010/ie_rie_rediech.v14i0.1807,-1,0.0,0.08649463067477176,,,1.0,False,True,en,included,0.997506,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.15517/rge.v11i1.62048,doi:10.15517/rge.v11i1.62048,7,0.9796717113752156,0.6680076050996877,0.621942,0.311862,0.7,False,False,es,included,1.010168,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.69733/clad.ryd.n83.a274,doi:10.69733/clad.ryd.n83.a274,-1,0.0,0.0033171445736121033,,,0.6,False,True,en,included,1.012435,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.51247/st.v3i1.59,doi:10.51247/st.v3i1.59,0,0.8588353948333562,0.05118950811459422,0.105279,1.130237,1.0,False,False,es,included,1.010529,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.37811/cl_rcm.v7i1.4639,doi:10.37811/cl_rcm.v7i1.4639,-1,0.0,0.015933589039754684,,,1.0,False,True,es,included,1.011292,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,record:fab25d58ab6cd63e64c1f6b3,record:fab25d58ab6cd63e64c1f6b3,-1,0.0,0.0676104021815879,,,1.0,False,True,en,included,1.015307,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.15366/riejs2021.10.1.014,doi:10.15366/riejs2021.10.1.014,-1,0.0,0.0984623463521985,,,0.6,False,True,es,included,1.01853,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.33996/revistahorizontes.v6i23.342,doi:10.33996/revistahorizontes.v6i23.342,3,1.0,1.0,0.373579,0.745935,1.0,False,False,es,included,1.007069,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.34096/iice.n47.9641,doi:10.34096/iice.n47.9641,0,0.8588353948333562,0.06442727668294707,-0.172599,1.374025,0.8,False,False,es,included,1.006985,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.29394/scientific.issn.2542-2987.2024.9.e4.8.157-176,doi:10.29394/scientific.issn.2542-2987.2024.9.e4.8.157-176,-1,0.0,0.00015320959204700654,,,1.0,False,True,es,included,1.007073,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.21573/vol36n12020.95673,doi:10.21573/vol36n12020.95673,-1,0.0,0.08085730933262449,,,0.9,False,True,es,included,1.006948,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.31391/s2007-7033(2021)0057-011,doi:10.31391/s2007-7033(2021)0057-011,-1,0.0,0.0326905697290146,,,1.0,False,True,es,included,1.010647,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.53673/th.v2i3.113,doi:10.53673/th.v2i3.113,-1,0.0,0.1627018906469645,,,0.2,False,True,es,included,1.008937,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.37811/cl_rcm.v6i5.3148,doi:10.37811/cl_rcm.v6i5.3148,1,1.0,1.0,0.278894,0.495291,0.9,False,False,es,included,1.0177,False
BERTopic-METADATA-MULTILINGUAL,bertopic/metadata_multilingual/preferred_solution,metadata,3f4de8ee8c0c96b1,True,True,preferred_provisional,doi:10.36737/01230425.n39.2020.2342,doi:10.36737/01230425.n39.2020.2342,-1,0.0,0.020307227888324397,,,1.0,False,True,es,included,1.006964,False
